X Y Z R G B Scalar_field Scalar_field_#2 Scalar_field_#3 Scalar_field_#4 Scalar_field_#5 Scalar_field_#6 Scalar_field_#7 Nx Ny Nz
260803.73000002 2147644.41000366 376.00000000 2 2 0 7.000000 215382960.000000 -33.000000 33968.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260818.59000015 2147658.50000000 356.60998535 2 2 0 7.000000 215382960.000000 -34.000000 28442.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260821.34000015 2147660.41999817 399.82000732 2 2 0 7.000000 215382960.000000 -35.000000 32046.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260714.41999817 2147559.11999893 270.85000610 2 2 0 7.000000 215382960.000000 -27.000000 31740.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260716.06999969 2147564.48999786 272.92999268 2 2 0 7.000000 215382960.000000 -27.000000 30080.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260716.05000305 2147564.41999817 276.54998779 2 2 0 7.000000 215382960.000000 -27.000000 32483.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260710.83000183 2147559.11999893 307.89001465 2 2 0 7.000000 215382960.000000 -28.000000 30648.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260717.37999725 2147565.34999847 297.52999878 2 2 0 7.000000 215382960.000000 -28.000000 27131.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260723.91000366 2147571.41999817 297.70001221 2 2 0 7.000000 215382960.000000 -28.000000 30430.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260727.56999969 2147574.84999847 295.10998535 2 2 0 7.000000 215382960.000000 -28.000000 30517.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260732.02999878 2147579.06999969 290.44000244 2 2 0 7.000000 215382960.000000 -28.000000 29447.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260731.81999969 2147578.72000122 301.20999146 2 2 0 7.000000 215382960.000000 -29.000000 38316.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260741.20999908 2147587.52999878 294.39001465 2 2 0 7.000000 215382960.000000 -29.000000 27349.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260733.05999756 2147579.62000275 318.19000244 2 2 0 7.000000 215382960.000000 -29.000000 30517.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260734.84999847 2147581.19999695 323.60000610 2 2 0 7.000000 215382960.000000 -29.000000 27175.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260746.72000122 2147592.31999969 317.25000000 2 2 0 7.000000 215382960.000000 -30.000000 31019.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260752.00000000 2147597.16999817 320.70001221 2 2 0 7.000000 215382960.000000 -30.000000 33488.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260760.88999939 2147605.59999847 309.05999756 2 2 0 7.000000 215382960.000000 -30.000000 26978.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260759.90000153 2147604.16999817 343.41000366 2 2 0 7.000000 215382960.000000 -31.000000 28398.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260766.24000168 2147610.23000336 331.75000000 3 2 0 7.000000 215382960.000000 -31.000000 27896.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260767.40000153 2147611.34999847 329.04000854 3 3 0 7.000000 215382960.000000 -31.000000 30386.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260765.09000015 2147609.04000092 340.69000244 3 2 0 7.000000 215382960.000000 -31.000000 27961.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260771.20999908 2147614.93000031 326.51000977 3 3 0 7.000000 215382960.000000 -31.000000 28682.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260777.17000008 2147620.52999878 322.23001099 2 2 0 7.000000 215382960.000000 -31.000000 37049.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260770.80999947 2147614.36000061 340.02999878 2 2 0 7.000000 215382960.000000 -31.000000 26257.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260784.15999985 2147626.93000031 328.29998779 2 2 0 7.000000 215382960.000000 -32.000000 26738.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260712.45999908 2147565.12000275 274.63000488 2 2 0 7.000000 215382960.000000 -27.000000 28988.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260715.51999664 2147567.93000031 277.14001465 2 2 0 7.000000 215382960.000000 -28.000000 31500.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260712.66999817 2147564.98000336 295.29998779 2 2 0 7.000000 215382960.000000 -28.000000 27481.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260715.15000153 2147567.29000092 295.64001465 2 2 0 7.000000 215382960.000000 -28.000000 26672.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260723.44999695 2147574.98000336 298.08999634 2 2 0 7.000000 215382960.000000 -28.000000 27000.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260733.25000000 2147583.91000366 310.29998779 2 2 0 7.000000 215382960.000000 -29.000000 26279.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260735.01000214 2147585.45999908 315.79998779 2 2 0 7.000000 215382960.000000 -29.000000 38731.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260743.93999863 2147593.87000275 310.20001221 2 2 0 7.000000 215382960.000000 -29.000000 35651.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260753.86000061 2147603.23000336 302.39999390 2 2 0 7.000000 215382960.000000 -30.000000 31325.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260744.68999863 2147594.23000336 331.17999268 2 2 0 7.000000 215382960.000000 -30.000000 31260.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260761.75000000 2147610.51999664 306.30999756 2 2 0 7.000000 215382960.000000 -30.000000 31937.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260755.09999847 2147604.01999664 325.48001099 2 2 0 7.000000 215382960.000000 -30.000000 29599.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260754.56999969 2147603.33999634 336.27999878 2 2 0 7.000000 215382960.000000 -30.000000 25318.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260766.81000137 2147615.11000061 313.73999023 2 2 0 7.000000 215382960.000000 -31.000000 31129.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260762.93999863 2147611.25000000 329.27999878 3 2 0 7.000000 215382960.000000 -31.000000 27044.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260761.29000092 2147609.59999847 336.27999878 2 2 0 7.000000 215382960.000000 -31.000000 27743.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260769.75000000 2147617.75000000 319.66000366 3 2 0 7.000000 215382960.000000 -31.000000 31085.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260771.97999954 2147619.91000366 314.45001221 3 3 0 7.000000 215382960.000000 -31.000000 29752.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260774.52000046 2147622.05999756 327.66000366 2 2 0 7.000000 215382960.000000 -31.000000 28136.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260776.96999931 2147624.37999725 325.14001465 1 1 0 7.000000 215382960.000000 -31.000000 26650.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260782.56999969 2147629.61000061 324.95001221 2 2 0 7.000000 215382960.000000 -31.000000 26891.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260771.11000061 2147618.41000366 357.14001465 2 2 0 7.000000 215382960.000000 -32.000000 29578.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260784.10000038 2147630.94000244 330.82000732 2 2 0 7.000000 215382960.000000 -32.000000 28245.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260783.12000084 2147629.92999268 336.17999268 2 2 0 7.000000 215382960.000000 -32.000000 28180.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260777.18000031 2147623.98999786 361.73999023 2 2 0 7.000000 215382960.000000 -32.000000 29774.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260783.95999908 2147630.50000000 349.61999512 2 2 0 7.000000 215382960.000000 -32.000000 28988.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260791.85000038 2147638.08000183 335.14999390 2 2 0 7.000000 215382960.000000 -32.000000 41767.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260798.52999997 2147644.19999695 341.85000610 2 2 0 7.000000 215382960.000000 -33.000000 29993.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260787.89999962 2147633.86999512 368.02999878 2 2 0 7.000000 215382960.000000 -33.000000 27852.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260801.88000000 2147647.27999878 343.70999146 2 2 0 7.000000 215382960.000000 -33.000000 28070.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260792.61999989 2147638.24000549 369.70999146 2 2 0 7.000000 215382960.000000 -33.000000 30998.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260797.82999992 2147643.13000488 367.35998535 2 2 0 7.000000 215382960.000000 -33.000000 27633.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260806.30999994 2147651.27000427 352.17999268 2 2 0 7.000000 215382960.000000 -33.000000 31784.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260803.84999990 2147648.75000000 366.36999512 2 2 0 7.000000 215382960.000000 -33.000000 33990.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260814.32999992 2147658.67999268 355.98999023 2 2 0 7.000000 215382960.000000 -33.000000 31085.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260816.53000069 2147660.71000671 357.35998535 2 2 0 7.000000 215382960.000000 -34.000000 29556.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260806.03999996 2147650.52999878 382.19000244 2 2 0 7.000000 215382960.000000 -34.000000 38228.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260808.23999977 2147652.52000427 386.22000122 2 2 0 7.000000 215382960.000000 -34.000000 28398.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260821.23999977 2147665.00999451 362.22000122 2 2 0 7.000000 215382960.000000 -34.000000 31522.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260811.19999981 2147655.19000244 391.61999512 2 2 0 7.000000 215382960.000000 -34.000000 26781.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260821.95999908 2147665.10000610 398.01000977 2 2 0 7.000000 215382960.000000 -35.000000 32308.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260720.06999969 2147572.83000183 277.64999390 2 2 0 7.000000 215382960.000000 -28.000000 27175.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260721.02999878 2147573.65000153 282.16000366 2 2 0 7.000000 215382960.000000 -28.000000 26978.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260724.23000336 2147576.66000366 280.79000854 2 2 0 7.000000 215382960.000000 -28.000000 38687.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260720.54000092 2147572.97000122 297.32000732 2 2 0 7.000000 215382960.000000 -28.000000 30430.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260727.13999939 2147579.33999634 283.57998657 2 2 0 7.000000 215382960.000000 -28.000000 31063.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260732.48000336 2147584.12000275 297.26000977 2 2 0 7.000000 215382960.000000 -29.000000 25471.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260738.04999924 2147589.16999817 306.75000000 2 2 0 7.000000 215382960.000000 -29.000000 25646.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260748.04999924 2147598.33000183 318.35000610 2 2 0 7.000000 215382960.000000 -30.000000 31566.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260757.84999847 2147607.44000244 320.61999512 2 2 0 7.000000 215382960.000000 -30.000000 29971.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260760.20000076 2147609.43000031 334.20001221 2 2 0 7.000000 215382960.000000 -31.000000 26825.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260768.65999985 2147617.25000000 339.60000610 2 2 0 7.000000 215382960.000000 -31.000000 26913.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260771.47999954 2147619.88999939 339.35000610 2 2 0 7.000000 215382960.000000 -31.000000 31631.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260776.21999931 2147624.29000092 340.98001099 2 2 0 7.000000 215382960.000000 -32.000000 27830.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260776.46999931 2147624.48000336 343.47000122 2 2 0 7.000000 215382960.000000 -32.000000 28682.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260780.20000076 2147628.00000000 341.17001343 2 2 0 7.000000 215382960.000000 -32.000000 27000.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260784.39999962 2147631.83000183 347.10000610 3 2 0 7.000000 215382960.000000 -32.000000 28136.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260785.73999977 2147633.13000488 344.11999512 3 3 0 7.000000 215382960.000000 -32.000000 30670.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260786.65999985 2147633.92999268 348.16000366 2 2 0 7.000000 215382960.000000 -32.000000 26781.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260792.00000000 2147639.03999329 339.39001465 2 2 0 7.000000 215382960.000000 -32.000000 30211.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260788.77000046 2147635.74000549 358.61999512 3 2 0 7.000000 215382960.000000 -32.000000 26257.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260790.23999977 2147637.14999390 355.41000366 3 3 0 7.000000 215382960.000000 -32.000000 32243.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260800.00000000 2147646.44999695 343.14001465 2 2 0 7.000000 215382960.000000 -33.000000 26432.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260794.46000004 2147640.96000671 364.17999268 2 2 0 7.000000 215382960.000000 -33.000000 29425.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260798.88000000 2147645.10000610 363.54998779 3 2 0 7.000000 215382960.000000 -33.000000 26913.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260798.76999998 2147644.77000427 378.45001221 2 2 0 7.000000 215382960.000000 -33.000000 29556.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260809.61999989 2147655.14999390 361.39001465 2 2 0 7.000000 215382960.000000 -33.000000 27699.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260809.06999969 2147654.32000732 382.88000488 2 2 0 7.000000 215382960.000000 -34.000000 27764.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260818.22999954 2147662.67999268 395.52999878 2 2 0 7.000000 215382960.000000 -35.000000 28638.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260739.00999832 2147590.48999786 290.52999878 2 2 0 7.000000 215382960.000000 -29.000000 27481.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260732.26999664 2147583.75000000 320.85000610 2 2 0 7.000000 215382960.000000 -29.000000 36765.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260748.81999969 2147599.50000000 299.61999512 2 2 0 7.000000 215382960.000000 -29.000000 33051.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260752.13000107 2147602.55000305 301.51000977 2 2 0 7.000000 215382960.000000 -30.000000 32789.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260750.41999817 2147600.73999786 315.52999878 2 2 0 7.000000 215382960.000000 -30.000000 28529.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260758.09999847 2147607.48999786 342.01000977 2 2 0 7.000000 215382960.000000 -31.000000 26082.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260767.54000092 2147616.52999878 326.23999023 2 2 0 7.000000 215382960.000000 -31.000000 27393.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260790.26000023 2147637.53999329 336.98001099 2 2 0 7.000000 215382960.000000 -32.000000 30976.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260789.67000008 2147636.91000366 341.38000488 2 2 0 7.000000 215382960.000000 -32.000000 27677.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260795.90000010 2147642.83999634 333.73999023 2 2 0 7.000000 215382960.000000 -32.000000 33881.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260785.30000019 2147632.47000122 366.07998657 2 2 0 7.000000 215382960.000000 -32.000000 27852.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260795.61000013 2147642.00999451 370.42999268 3 2 0 7.000000 215382960.000000 -33.000000 34973.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260801.89999998 2147648.07000732 356.98999023 3 3 0 7.000000 215382960.000000 -33.000000 26388.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260808.48999977 2147654.38000488 345.85998535 2 2 0 7.000000 215382960.000000 -33.000000 39692.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260818.29000092 2147663.02000427 378.26998901 2 2 0 7.000000 215382960.000000 -34.000000 31981.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260712.69000244 2147569.37000275 275.47000122 3 2 0 7.000000 215382960.000000 -27.000000 27764.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260713.66999817 2147570.33000183 272.82998657 3 3 0 7.000000 215382960.000000 -27.000000 31019.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260723.33000183 2147579.11000061 286.01000977 2 2 0 7.000000 215382960.000000 -28.000000 27699.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260715.44000244 2147571.34999847 310.04998779 2 2 0 7.000000 215382960.000000 -28.000000 27415.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260719.20999908 2147574.80000305 313.92999268 2 2 0 7.000000 215382960.000000 -28.000000 25908.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260726.26999664 2147581.51999664 305.88000488 2 2 0 7.000000 215382960.000000 -29.000000 26039.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260737.50999832 2147591.83999634 314.39001465 2 2 0 7.000000 215382960.000000 -29.000000 27000.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260734.06999969 2147588.44000244 326.14001465 2 2 0 7.000000 215382960.000000 -29.000000 31740.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260740.13000107 2147593.95999908 334.02999878 2 2 0 7.000000 215382960.000000 -30.000000 27349.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260763.72000122 2147615.80999756 341.51000977 2 2 0 7.000000 215382960.000000 -31.000000 26934.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260769.62000084 2147621.16999817 349.70999146 2 2 0 7.000000 215382960.000000 -31.000000 26738.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260791.86999989 2147642.08000183 339.73999023 2 2 0 7.000000 215382960.000000 -32.000000 28573.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260789.27000046 2147639.46000671 351.52999878 2 2 0 7.000000 215382960.000000 -32.000000 28048.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260789.23999977 2147639.11999512 369.58999634 3 2 0 7.000000 215382960.000000 -33.000000 29818.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260791.18000031 2147641.00999451 365.38000488 3 3 0 7.000000 215382960.000000 -33.000000 45590.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260814.68999958 2147663.11000061 353.83999634 2 2 0 7.000000 215382960.000000 -34.000000 32658.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260805.01999998 2147653.64999390 379.97000122 2 2 0 7.000000 215382960.000000 -34.000000 37158.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260810.46000004 2147658.61999512 386.00000000 3 2 0 7.000000 215382960.000000 -34.000000 26934.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260818.11000061 2147666.02999878 370.23999023 3 3 0 7.000000 215382960.000000 -34.000000 30670.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260815.30000019 2147662.97000122 395.98999023 2 2 0 7.000000 215382960.000000 -34.000000 26323.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260818.87000084 2147666.36999512 391.58999634 3 2 0 7.000000 215382960.000000 -35.000000 26650.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260719.04000092 2147578.38999939 308.58999634 3 2 0 7.000000 215382960.000000 -28.000000 32439.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260724.18000031 2147583.08000183 315.64001465 2 2 0 7.000000 215382960.000000 -29.000000 36743.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260726.55999756 2147585.34999847 312.94000244 2 2 0 7.000000 215382960.000000 -29.000000 36044.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260733.43000031 2147591.55999756 325.51000977 2 2 0 7.000000 215382960.000000 -29.000000 30036.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260742.13999939 2147599.69000244 326.88000488 2 2 0 7.000000 215382960.000000 -30.000000 35235.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260747.36999893 2147604.51999664 330.33999634 2 2 0 7.000000 215382960.000000 -30.000000 26694.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260758.02000046 2147614.84999847 307.98001099 2 2 0 7.000000 215382960.000000 -30.000000 30604.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260760.31000137 2147616.98000336 308.98999023 2 2 0 7.000000 215382960.000000 -30.000000 28944.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260753.59000015 2147610.19999695 337.85998535 2 2 0 7.000000 215382960.000000 -31.000000 28551.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260755.36999893 2147611.83999634 339.91000366 2 2 0 7.000000 215382960.000000 -31.000000 26847.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260759.43000031 2147615.56999969 343.04998779 2 2 0 7.000000 215382960.000000 -31.000000 28835.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260773.14999962 2147628.74000549 323.76000977 2 2 0 7.000000 215382960.000000 -31.000000 29709.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260770.82999992 2147626.16000366 347.82000732 2 2 0 7.000000 215382960.000000 -32.000000 32112.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260782.47999954 2147637.33999634 330.77999878 2 2 0 7.000000 215382960.000000 -32.000000 27633.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260801.76999998 2147655.11999512 346.38000488 2 2 0 7.000000 215382960.000000 -33.000000 27153.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260814.06000042 2147666.44000244 356.10998535 2 2 0 7.000000 215382960.000000 -34.000000 28813.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260809.25000000 2147661.72000122 369.10998535 2 2 0 7.000000 215382960.000000 -34.000000 30015.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260805.90999985 2147658.28999329 387.66000366 2 2 0 7.000000 215382960.000000 -34.000000 26694.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260811.78999996 2147663.85000610 384.08999634 2 2 0 7.000000 215382960.000000 -34.000000 29687.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260819.89999962 2147671.46000671 381.85998535 2 2 0 7.000000 215382960.000000 -34.000000 26978.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260818.54000092 2147669.85000610 401.63000488 2 2 0 7.000000 215382960.000000 -35.000000 27699.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260717.48000336 2147577.25000000 276.89999390 2 2 0 7.000000 215382960.000000 -28.000000 31609.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260717.94999695 2147577.58999634 282.79000854 2 2 0 7.000000 215382960.000000 -28.000000 27677.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260733.83000183 2147591.83999634 316.89001465 2 2 0 7.000000 215382960.000000 -29.000000 30539.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260740.13999939 2147597.55000305 327.45999146 2 2 0 7.000000 215382960.000000 -30.000000 33357.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260748.72999954 2147605.83999634 313.01998901 2 2 0 7.000000 215382960.000000 -30.000000 30954.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260754.65000153 2147611.44999695 308.51998901 2 2 0 7.000000 215382960.000000 -30.000000 26760.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260746.84000015 2147603.58999634 340.17001343 2 2 0 7.000000 215382960.000000 -30.000000 33466.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260778.00000000 2147633.07000732 321.07000732 2 2 0 7.000000 215382960.000000 -31.000000 28595.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260785.38000011 2147639.71000671 335.54000854 2 2 0 7.000000 215382960.000000 -32.000000 27065.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260796.14000010 2147649.71000671 339.35998535 2 2 0 7.000000 215382960.000000 -33.000000 33947.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260809.82999992 2147662.07000732 363.98999023 2 2 0 7.000000 215382960.000000 -34.000000 37202.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260818.79000092 2147670.47000122 362.92999268 2 2 0 7.000000 215382960.000000 -34.000000 38032.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260822.04000092 2147673.41999817 367.85000610 2 2 0 7.000000 215382960.000000 -34.000000 30255.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260709.01999664 2147570.73999786 278.92999268 2 2 0 7.000000 215382960.000000 -27.000000 32439.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260713.04000092 2147574.55999756 275.19000244 2 2 0 7.000000 215382960.000000 -28.000000 33794.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260716.98000336 2147578.16999817 278.88000488 3 2 0 7.000000 215382960.000000 -28.000000 41614.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260710.81999969 2147572.01000214 302.16000366 2 2 0 7.000000 215382960.000000 -28.000000 26847.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260714.29000092 2147575.04000092 313.64999390 2 2 0 7.000000 215382960.000000 -28.000000 27044.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260724.69000244 2147584.80000305 310.52999878 2 2 0 7.000000 215382960.000000 -29.000000 29556.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
