X Y Z R G B Scalar_field Scalar_field_#2 Scalar_field_#3 Scalar_field_#4 Scalar_field_#5 Scalar_field_#6 Scalar_field_#7 Nx Ny Nz
260784.43999958 2147514.47000027 837.65002441 1 1 0 2.000000 215371696.000000 -7.000000 25908.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260768.95000076 2147547.36999893 848.07000732 1 1 0 2.000000 215371696.000000 -10.000000 37136.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260789.63000011 2147503.92000008 842.34997559 1 1 0 2.000000 215371696.000000 -6.000000 24226.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260761.70999908 2147567.68000031 850.11999512 1 1 0 2.000000 215371696.000000 -11.000000 29206.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260768.72999954 2147553.84000015 850.50000000 1 1 0 2.000000 215371696.000000 -10.000000 30473.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260789.26000023 2147509.51000023 842.34002686 1 1 0 2.000000 215371696.000000 -7.000000 35432.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260788.47999954 2147511.27000046 841.04998779 1 1 0 2.000000 215371696.000000 -7.000000 32527.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260772.72999954 2147547.15000153 850.13000488 1 1 0 2.000000 215371696.000000 -10.000000 32417.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260771.65999985 2147549.41999817 850.96997070 1 1 0 2.000000 215371696.000000 -10.000000 29578.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260788.21000004 2147514.21000004 840.28002930 1 1 0 2.000000 215371696.000000 -7.000000 32199.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260774.89999962 2147542.50000000 849.15997314 1 1 0 2.000000 215371696.000000 -9.000000 22216.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260790.09000015 2147512.85000038 843.15997314 1 1 0 2.000000 215371696.000000 -7.000000 27874.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260787.81999969 2147517.86000061 841.21002197 1 1 0 2.000000 215371696.000000 -7.000000 19769.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260791.31999969 2147510.01000023 843.98999023 1 1 0 2.000000 215371696.000000 -7.000000 30080.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260794.51000023 2147507.90000010 847.42999268 2 2 0 2.000000 215371696.000000 -7.000000 15182.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260793.36000013 2147510.50000000 845.50000000 1 1 0 2.000000 215371696.000000 -7.000000 19529.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260791.86999989 2147513.77000046 844.53002930 1 1 0 2.000000 215371696.000000 -7.000000 27830.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260791.10000038 2147515.51000023 843.23999023 1 1 0 2.000000 215371696.000000 -7.000000 28944.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260789.97000027 2147518.00000000 842.50000000 1 1 0 2.000000 215371696.000000 -7.000000 23942.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260794.01999998 2147506.17999983 851.02001953 1 1 0 1.000000 215371696.000000 -6.000000 24247.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260777.20000076 2147543.77000046 850.69000244 1 1 0 2.000000 215371696.000000 -9.000000 20381.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260797.21000004 2147504.73000002 851.44000244 1 1 0 1.000000 215371696.000000 -6.000000 22740.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260794.92000008 2147509.93000031 847.32000732 1 1 0 2.000000 215371696.000000 -7.000000 26454.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260791.52999973 2147517.45999908 843.96997070 1 1 0 2.000000 215371696.000000 -7.000000 28027.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260790.39999962 2147519.94000053 843.26000977 1 1 0 2.000000 215371696.000000 -7.000000 20053.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260774.06999969 2147554.59999847 856.35998535 1 1 0 2.000000 215371696.000000 -10.000000 17781.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260796.85999990 2147502.00999999 845.34997559 1 1 0 2.000000 215371696.000000 -6.000000 26781.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260793.55999994 2147514.30000019 845.95001221 1 1 0 2.000000 215371696.000000 -7.000000 28944.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260792.80000019 2147515.97000027 845.03002930 1 1 0 2.000000 215371696.000000 -7.000000 25405.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260776.42000008 2147549.06999969 854.59002686 1 1 0 2.000000 215371696.000000 -10.000000 27655.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260792.48999977 2147519.46999931 846.27001953 1 1 0 2.000000 215371696.000000 -7.000000 23636.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260791.72000027 2147521.17000008 845.48999023 1 1 0 2.000000 215371696.000000 -7.000000 17978.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260773.28000069 2147558.88000107 856.80999756 1 1 0 2.000000 215371696.000000 -11.000000 22325.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260796.01999998 2147511.56999969 848.03002930 1 1 0 2.000000 215371696.000000 -7.000000 23745.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260775.87999916 2147557.95000076 859.42999268 1 1 0 2.000000 215371696.000000 -10.000000 18065.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260761.25999832 2147589.69000244 852.97998047 1 1 0 2.000000 215371696.000000 -13.000000 16296.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260759.77000046 2147593.01999664 856.63000488 1 1 0 2.000000 215371696.000000 -13.000000 19660.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260798.17999995 2147510.32999992 850.02001953 1 1 0 2.000000 215371696.000000 -7.000000 24444.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260794.90999985 2147517.40999985 850.17999268 1 1 0 2.000000 215371696.000000 -7.000000 27328.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260793.40999985 2147520.71999931 848.92999268 1 1 0 2.000000 215371696.000000 -7.000000 23505.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260770.39999962 2147571.51999664 859.90002441 1 1 0 2.000000 215371696.000000 -11.000000 21386.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260802.67000008 2147502.75999999 849.23999023 1 1 0 2.000000 215371696.000000 -6.000000 26716.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260797.91000009 2147512.97999954 849.23999023 1 1 0 2.000000 215371696.000000 -7.000000 21561.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260796.46000004 2147516.05999947 849.90002441 1 1 0 2.000000 215371696.000000 -7.000000 16274.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260793.32999992 2147523.70999908 849.55999756 1 1 0 2.000000 215371696.000000 -8.000000 18196.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260762.56000137 2147592.97000122 859.21997070 1 1 0 2.000000 215371696.000000 -13.000000 19704.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260796.13000011 2147518.02000046 851.75000000 1 1 0 2.000000 215371696.000000 -7.000000 26323.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260760.27000046 2147596.08000183 859.34997559 1 1 0 2.000000 215371696.000000 -13.000000 15815.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260800.27000001 2147510.75000000 851.38000488 1 1 0 2.000000 215371696.000000 -7.000000 25908.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260795.88999987 2147520.11000061 851.96997070 1 1 0 2.000000 215371696.000000 -7.000000 21473.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260785.35999966 2147542.52000046 855.33001709 1 1 0 2.000000 215371696.000000 -9.000000 19114.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260799.87000000 2147513.11999989 851.38000488 1 1 0 2.000000 215371696.000000 -7.000000 25624.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260798.05999994 2147516.98999977 851.91998291 1 1 0 2.000000 215371696.000000 -7.000000 16995.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260776.92000008 2147563.59999847 863.66998291 1 1 0 2.000000 215371696.000000 -11.000000 18546.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260795.15000010 2147523.29000092 851.02001953 1 1 0 2.000000 215371696.000000 -8.000000 17585.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260776.97999954 2147565.73000336 862.44000244 1 1 0 2.000000 215371696.000000 -11.000000 18022.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260802.67000008 2147511.25000000 853.17999268 1 1 0 2.000000 215371696.000000 -7.000000 23963.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260801.57000005 2147513.59000015 853.20001221 1 1 0 2.000000 215371696.000000 -7.000000 30910.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260758.56000137 2147603.97000122 867.38000488 1 1 0 2.000000 215371696.000000 -14.000000 21976.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260799.12000000 2147517.45000076 853.71997070 1 1 0 2.000000 215371696.000000 -7.000000 26148.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260784.72000027 2147548.11999893 859.65997314 1 1 0 1.000000 215371696.000000 -10.000000 14592.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260778.30999947 2147561.74000168 863.03997803 1 1 0 2.000000 215371696.000000 -11.000000 26061.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260774.07999992 2147570.70999908 865.92999268 1 1 0 1.000000 215371696.000000 -11.000000 18393.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260796.42000008 2147524.61000061 852.90997314 1 1 0 2.000000 215371696.000000 -8.000000 16624.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260795.25000000 2147527.15999985 851.60998535 1 1 0 2.000000 215371696.000000 -8.000000 15400.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260762.41999817 2147597.76999664 863.38000488 1 1 0 2.000000 215371696.000000 -13.000000 19201.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260797.68000007 2147521.87999916 854.28002930 1 1 0 2.000000 215371696.000000 -7.000000 16929.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260769.45000076 2147581.62000275 857.04998779 1 1 0 2.000000 215371696.000000 -12.000000 16121.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260803.26999998 2147514.46000004 854.71997070 1 1 0 2.000000 215371696.000000 -7.000000 15837.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260802.24000001 2147516.18000031 854.64001465 1 1 0 2.000000 215371696.000000 -7.000000 21932.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260798.14999998 2147524.79999924 854.44000244 1 1 0 2.000000 215371696.000000 -8.000000 25252.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260796.61999989 2147528.05999947 853.48999023 1 1 0 2.000000 215371696.000000 -8.000000 17126.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260785.48999977 2147551.93000031 861.45001221 1 1 0 2.000000 215371696.000000 -10.000000 15422.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260784.47999954 2147553.90000153 862.59002686 1 1 0 2.000000 215371712.000000 -10.000000 14395.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260782.79000092 2147557.18999863 871.07000732 1 1 0 1.000000 215371712.000000 -10.000000 16405.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260758.02000046 2147610.12000275 870.17999268 1 1 0 2.000000 215371712.000000 -14.000000 32002.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260801.88999999 2147518.54000092 857.44000244 1 1 0 2.000000 215371712.000000 -7.000000 17934.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260784.06999969 2147555.65999985 865.23999023 1 1 0 2.000000 215371712.000000 -10.000000 20687.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260770.15999985 2147584.94999695 860.83001709 1 1 0 2.000000 215371712.000000 -12.000000 15728.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260803.58999991 2147516.43000031 856.28002930 1 1 0 2.000000 215371712.000000 -7.000000 27677.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260801.38999999 2147521.02000046 857.04998779 1 1 0 2.000000 215371712.000000 -7.000000 15225.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260769.00000000 2147589.01999664 865.03997803 1 1 0 2.000000 215371712.000000 -13.000000 15116.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260765.22000122 2147597.88999939 869.46002197 1 1 0 2.000000 215371712.000000 -13.000000 23439.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260771.60000038 2147581.25000000 860.25000000 1 1 0 2.000000 215371712.000000 -12.000000 20665.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260762.68999863 2147600.41000366 867.09997559 1 1 0 2.000000 215371712.000000 -14.000000 24422.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260760.72999954 2147604.41999817 870.58001709 1 1 0 2.000000 215371712.000000 -14.000000 31085.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260805.13000011 2147514.23999977 856.46002197 2 2 0 2.000000 215371712.000000 -7.000000 13871.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260787.23999977 2147551.70999908 862.60998535 1 1 0 2.000000 215371712.000000 -10.000000 16951.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260786.18999958 2147553.88999939 863.73999023 1 1 0 2.000000 215371712.000000 -10.000000 14526.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260775.76000023 2147575.83000183 864.55999756 1 1 0 2.000000 215371712.000000 -12.000000 16820.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260774.87000084 2147577.76999664 862.72998047 1 1 0 2.000000 215371712.000000 -12.000000 20905.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260801.21000004 2147523.62999916 857.41998291 1 1 0 2.000000 215371712.000000 -7.000000 14963.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260803.98000002 2147518.73999977 857.78997803 1 1 0 2.000000 215371712.000000 -7.000000 27743.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260800.62000000 2147525.79999924 857.46997070 1 1 0 2.000000 215371712.000000 -8.000000 26235.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260786.23999977 2147555.59999847 867.03002930 1 1 0 2.000000 215371712.000000 -10.000000 19070.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260803.28999996 2147521.04999924 858.63000488 1 1 0 2.000000 215371712.000000 -7.000000 26061.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260784.69999981 2147559.56000137 871.96997070 1 1 0 2.000000 215371712.000000 -10.000000 17170.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260805.40999985 2147516.81999969 857.26000977 1 1 0 2.000000 215371712.000000 -7.000000 16995.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260806.23999977 2147517.95000076 859.07000732 1 1 0 2.000000 215371712.000000 -7.000000 26869.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260804.03000021 2147522.51000023 859.84997559 1 1 0 2.000000 215371712.000000 -7.000000 18961.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260801.35000002 2147528.11000061 858.65002441 1 1 0 2.000000 215371712.000000 -8.000000 15204.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260789.81999969 2147551.79999924 867.33001709 1 1 0 2.000000 215371712.000000 -10.000000 22128.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260805.96000004 2147519.80999947 859.86999512 1 1 0 2.000000 215371712.000000 -7.000000 18655.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260789.57999992 2147553.31999969 869.45001221 1 1 0 2.000000 215371712.000000 -10.000000 17454.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260788.65999985 2147554.97000122 878.34002686 1 1 0 1.000000 215371712.000000 -10.000000 18917.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260787.52999973 2147557.31999969 878.04998779 1 1 0 1.000000 215371712.000000 -10.000000 18022.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260806.63000011 2147521.21999931 861.15002441 1 1 0 2.000000 215371712.000000 -7.000000 17126.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260805.53000021 2147523.47999954 861.52001953 1 1 0 2.000000 215371712.000000 -7.000000 19289.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260804.48000002 2147525.14999962 862.34002686 1 1 0 2.000000 215371712.000000 -7.000000 24138.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260789.42000008 2147555.95000076 873.92999268 1 1 0 2.000000 215371712.000000 -10.000000 17257.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260801.11000001 2147530.78000069 859.97998047 1 1 0 2.000000 215371712.000000 -8.000000 14548.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260807.42000008 2147522.38999939 862.78997803 1 1 0 2.000000 215371712.000000 -7.000000 22347.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260806.32000017 2147524.62999916 863.28997803 1 1 0 2.000000 215371712.000000 -7.000000 21298.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260803.84999990 2147529.62000084 866.52001953 1 1 0 2.000000 215371712.000000 -8.000000 17978.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260793.90999985 2147551.18000031 873.91998291 1 1 0 2.000000 215371712.000000 -10.000000 16471.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260777.89999962 2147583.83000183 873.78997803 1 1 0 2.000000 215371712.000000 -12.000000 27306.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260806.21999979 2147526.29000092 864.76000977 1 1 0 2.000000 215371712.000000 -8.000000 19376.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260805.53999996 2147527.64999962 866.21997070 1 1 0 2.000000 215371712.000000 -8.000000 14701.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260803.75999999 2147531.21999931 868.32000732 1 1 0 2.000000 215371712.000000 -8.000000 20774.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260805.51999998 2147529.20999908 868.13000488 1 1 0 2.000000 215371712.000000 -8.000000 19485.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260808.77999973 2147524.62000084 868.26000977 1 1 0 1.000000 215371712.000000 -7.000000 24466.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260807.67000008 2147526.85000038 868.61999512 1 1 0 2.000000 215371712.000000 -8.000000 23155.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260804.73000002 2147532.75999832 870.44000244 1 1 0 2.000000 215371712.000000 -8.000000 15204.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260795.88999987 2147550.54999924 874.69000244 1 1 0 2.000000 215371712.000000 -10.000000 26235.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260791.77999973 2147558.61999893 886.25000000 1 1 0 1.000000 215371712.000000 -10.000000 18764.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260812.35000038 2147519.37999916 864.76000977 1 1 0 2.000000 215371712.000000 -7.000000 15138.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260805.86000013 2147532.27000046 872.02001953 1 1 0 2.000000 215371712.000000 -8.000000 17017.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260810.32999992 2147522.79000092 867.09997559 1 1 0 1.000000 215371712.000000 -7.000000 21713.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260803.93000007 2147536.15999985 871.46997070 1 1 0 2.000000 215371712.000000 -8.000000 17126.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260806.44999981 2147533.83000183 874.25000000 1 1 0 2.000000 215371712.000000 -8.000000 18590.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260804.92000008 2147536.91999817 873.78002930 1 1 0 2.000000 215371712.000000 -8.000000 14483.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260803.85999990 2147540.18999863 873.59997559 1 1 0 2.000000 215371712.000000 -9.000000 14570.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260796.53999996 2147554.70000076 878.64001465 1 1 0 2.000000 215371712.000000 -10.000000 19551.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260790.02000046 2147565.80999756 876.22998047 1 1 0 2.000000 215371712.000000 -11.000000 30233.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260812.63000011 2147521.04000092 868.34997559 1 1 0 2.000000 215371712.000000 -7.000000 15466.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260811.86999989 2147523.25000000 871.63000488 1 1 0 2.000000 215371712.000000 -7.000000 25012.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260792.92999983 2147564.66000366 878.05999756 1 1 0 2.000000 215371712.000000 -11.000000 25514.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260811.36999989 2147527.45999908 873.45001221 1 1 0 2.000000 215371712.000000 -8.000000 21298.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260800.97000003 2147551.13000107 879.27001953 1 1 0 2.000000 215371712.000000 -9.000000 25187.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260773.76000023 2147603.95999908 872.25000000 1 1 0 2.000000 215371712.000000 -14.000000 29927.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260786.67000008 2147581.65000153 875.25000000 1 1 0 2.000000 215371712.000000 -12.000000 28048.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260821.68000031 2147513.34000015 865.82000732 1 1 0 2.000000 215371712.000000 -6.000000 27044.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260820.94000053 2147515.93999958 866.27001953 1 1 0 2.000000 215371712.000000 -6.000000 23898.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260802.70000005 2147551.25999832 880.63000488 1 1 0 2.000000 215371712.000000 -9.000000 17192.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260802.31999993 2147553.29000092 881.66998291 1 1 0 2.000000 215371712.000000 -10.000000 20337.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260769.47999954 2147615.69999695 871.82000732 1 1 0 2.000000 215371712.000000 -14.000000 33401.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260820.37000084 2147519.52000046 872.25000000 1 1 0 2.000000 215371712.000000 -7.000000 18743.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260816.80999947 2147527.82999992 877.53997803 1 1 0 2.000000 215371712.000000 -7.000000 18480.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260804.21000004 2147551.95999908 882.46002197 1 1 0 2.000000 215371712.000000 -9.000000 19158.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260819.82999992 2147524.29999924 878.28002930 1 1 0 1.000000 215371712.000000 -7.000000 17563.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260818.57999992 2147526.65999985 877.30999756 1 1 0 2.000000 215371712.000000 -7.000000 16492.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260814.64999962 2147532.43999863 879.28997803 1 1 0 2.000000 215371712.000000 -8.000000 17344.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260822.45999908 2147519.79000092 871.44000244 1 1 0 2.000000 215371712.000000 -7.000000 14898.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260811.81000042 2147540.34999847 880.96002197 1 1 0 2.000000 215371712.000000 -8.000000 20971.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260822.60000038 2147521.40999985 873.09997559 1 1 0 2.000000 215371712.000000 -7.000000 18131.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260820.17000008 2147527.95000076 887.50000000 1 1 0 1.000000 215371712.000000 -7.000000 19289.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260807.48000002 2147552.18999863 885.23999023 1 1 0 2.000000 215371712.000000 -9.000000 13456.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260822.25000000 2147527.50000000 887.40002441 1 1 0 1.000000 215371712.000000 -7.000000 14745.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260787.94999981 2147601.31999969 873.73999023 1 1 0 2.000000 215371712.000000 -13.000000 27131.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260820.37000084 2147550.04000092 891.14001465 1 1 0 2.000000 215371712.000000 -9.000000 26301.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260786.61999989 2147609.05000305 874.23999023 1 1 0 1.000000 215371712.000000 -14.000000 31937.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260740.38999939 2147674.24000549 871.58001709 1 1 0 2.000000 215371712.000000 -19.000000 32330.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260754.56000137 2147646.35000610 872.23999023 1 1 0 2.000000 215371712.000000 -17.000000 25252.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260746.04999924 2147647.10000610 874.94000244 1 1 0 1.000000 215371712.000000 -17.000000 19835.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260728.19999695 2147648.25000000 869.45001221 1 1 0 2.000000 215371696.000000 -18.000000 33204.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260730.76000214 2147639.10000610 871.64001465 1 1 0 1.000000 215371696.000000 -17.000000 16230.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260730.29000092 2147635.41000366 872.66998291 1 1 0 1.000000 215371696.000000 -17.000000 16383.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260715.01999664 2147662.86999512 868.78997803 1 1 0 2.000000 215371696.000000 -19.000000 31587.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260725.91999817 2147635.17999268 861.64001465 1 1 0 2.000000 215371696.000000 -17.000000 24553.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260720.95999908 2147637.19000244 863.34002686 1 1 0 2.000000 215371696.000000 -17.000000 22019.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
260716.05999756 2147642.24000549 866.30999756 1 1 0 2.000000 215371696.000000 -18.000000 20272.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
